ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO;
420;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;71;;#LLAVE_2_POLIZA_MENOR;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
421;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;72;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#ULTIMO_CLICLO_LLAVE_2;
422;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;73;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
423;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;73;;#ULTIMO_CLICLO_LLAVE_2;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
424;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;74;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
425;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;74;;#ULTIMO_CLICLO_LLAVE_2;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
426;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;75;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
427;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;75;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_COBERTURAS_MOVILIDAD_ASISTENCIA;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
428;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;76;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
429;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;76;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_COMBO_ASISTENCIA;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
430;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;77;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#CADENA_RENOVACION_1;
431;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;78;;#CADENA_RENOVACION_1;ALMACEN_DE_DATOS.DBO.SURA_CADENA_RENOVACION;
432;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;78;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_CADENA_RENOVACION;
433;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;79;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;
434;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;79;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;
435;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;80;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;
436;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;80;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;
437;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;81;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;
438;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;81;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;
439;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;82;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;
440;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;82;TRANSACCIONAL;TRANSACCIONAL.DBO.VEHICULOS_ROBADOS;ALMACEN_DE_DATOS.DBO.SURA_ANALISIS_RENOVACION;
441;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;83;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
442;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;83;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_FLOTAS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
443;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;84;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
444;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;84;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_FLOTA_SEGMENTO;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
445;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;85;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#ULTIMO_ENDOSO_RESAGADO;
446;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;86;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_TRANSACCIONAL;
447;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;86;;#ULTIMO_ENDOSO_RESAGADO;#SURA_MOVILIDAD_TRANSACCIONAL;
448;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;87;;#SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_TRANSACCIONAL;
449;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;87;;#ULTIMO_ENDOSO_RESAGADO;#SURA_MOVILIDAD_TRANSACCIONAL;
450;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;88;;#SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_TRANSACCIONAL;
451;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;88;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_TRANSACCIONAL;
452;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;89;;#SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_TRANSACCIONAL;
453;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;90;;#SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
454;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;91;;#SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
455;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;92;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
456;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;92;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_SEGMENTACION_CLINETE;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
457;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;93;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
458;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;94;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
459;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;94;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_USUARIO_FIRMA;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
460;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;95;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_AGRUPACION_FLOTA;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
461;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;95;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
462;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;96;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
463;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;96;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_AGRUPACION_CANAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
464;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;97;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
465;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;97;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_AGRUPACION_PLANES;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
466;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;98;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
467;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;98;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_ZONA_SUCURSAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
468;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;99;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
469;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;99;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_AUTOS_UBER;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
470;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;100;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
471;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;100;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_SEGMENTACION_RUT;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
472;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;101;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
473;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;102;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_CANAL_BU;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
474;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;103;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#TAMAÑO;
475;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;104;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#TAMAÑO_2;
476;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;104;;#TAMAÑO;#TAMAÑO_2;
477;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;105;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
478;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;105;;#TAMAÑO_2;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
479;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;106;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#TIPOS;
480;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;107;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
481;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;107;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TIPO_AGRUPADO;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
482;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;108;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#BLOQUEO_ROBO_REGION;
483;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;109;;#BLOQUEO_ROBO_REGION;#BLOQUEO_ROBO_REGION_2;
484;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;109;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_VEHICULOS_ROBADOS;#BLOQUEO_ROBO_REGION_2;
485;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;110;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
486;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;110;;#BLOQUEO_ROBO_REGION_2;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
487;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;111;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
488;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;111;TRANSACCIONAL;TRANSACCIONAL.DBO.BASE_ANTIGUEDAD_EMPRESAS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
489;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;112;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
490;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;112;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_CHANNEL_POR_POLIZA;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
491;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;113;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
492;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;113;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
493;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;114;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
494;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;114;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
495;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;115;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
496;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;115;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
497;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;116;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
498;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;116;REPORTES;REPORTES.DBO.PLANES_TECNICOS_MOVILIDAD;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
499;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.04_SP_SURA_MOVILIDAD_TRANSACCIONAL;116;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;REPORTES.DBO.SURA_MOVILIDAD_TRANSACCIONAL;
500;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;1;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_TRANSACCIONAL_ANULACIONES;
501;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;2;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_TRANSACCIONAL;
502;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;3;;#SURA_MOVILIDAD_TRANSACCIONAL;#PRIMERA_POLIZA_LLAVE_1;
503;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;4;;#SURA_MOVILIDAD_TRANSACCIONAL;#PRIMERA_POLIZA_LLAVE_2;
504;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;4;;#PRIMERA_POLIZA_LLAVE_1;#PRIMERA_POLIZA_LLAVE_2;
505;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;5;;#PRIMERA_POLIZA_LLAVE_2;#PRIMERA_POLIZA_LLAVE_2;
506;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;5;;#SURA_MOVILIDAD_TRANSACCIONAL;#PRIMERA_POLIZA_LLAVE_2;
507;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;6;;#SURA_MOVILIDAD_TRANSACCIONAL;#MATERIA_ASEGURADA_SIN_REPETIR_LLAVE_1;
508;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;7;;#MATERIA_ASEGURADA_SIN_REPETIR_LLAVE_1;#ULTIMO_CICLO_LLAVE_1;
509;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;8;;#SURA_MOVILIDAD_TRANSACCIONAL;#MARCA_RENOVACION;
510;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;9;;#SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_TRANSACCIONAL;
511;ALMACEN_DE_DATOS;ALMACEN_DE_DATOS.DBO.SP_SURA_MOVILIDAD_RENOVACION_LLAVE_1;9;;#MARCA_RENOVACION;#SURA_MOVILIDAD_TRANSACCIONAL;
